iter	Logloss
696	0.07449760064
697	0.07441766809
698	0.0743419089
699	0.07425029202
700	0.07412935125
701	0.0740056145
702	0.07391583374
703	0.07379171219
704	0.07368171943
705	0.07362330649
706	0.07352365254
707	0.07345654762
708	0.07339150909
709	0.07328979104
710	0.07323800763
711	0.07315078384
712	0.07308599512
713	0.07298403625
714	0.07290341388
715	0.07284291394
716	0.07275388253
717	0.07264359325
718	0.07259590975
719	0.07252344088
720	0.07249291449
721	0.07244858536
722	0.07236568003
723	0.07226750421
724	0.07220408226
725	0.07214118981
726	0.07203416873
727	0.0719412028
728	0.07185430909
729	0.07179352416
730	0.07176193212
731	0.07161658759
732	0.07153946278
733	0.07140660031
734	0.07131503091
735	0.07125633223
736	0.07115617114
737	0.07107377866
738	0.07102658293
739	0.07092752678
740	0.07089817942
741	0.07082085664
742	0.07078130651
743	0.07073131683
744	0.07058944453
745	0.07044869378
746	0.07038012508
747	0.0703402051
748	0.070288692
749	0.07023488179
750	0.07015109938
751	0.07004748369
752	0.06998801711
753	0.06995474125
754	0.06988097824
755	0.06981969261
756	0.06975125802
757	0.06971786951
758	0.06963076901
759	0.06956550378
760	0.06949598997
761	0.06941685143
762	0.06936894269
763	0.06932221154
764	0.069237639
765	0.06914322089
766	0.06909585369
767	0.06907921735
768	0.06900012324
769	0.06897611958
770	0.06895698665
771	0.06890113737
772	0.06880447551
773	0.06868426833
774	0.06861437232
775	0.06855573156
776	0.0685127696
777	0.06842157205
778	0.06837813511
779	0.06829027081
780	0.06826637194
781	0.06823716121
782	0.0681895812
783	0.06811418336
784	0.06802919775
785	0.06792195428
786	0.06783821158
787	0.06775507785
788	0.06769470489
789	0.06760731206
790	0.06751618472
791	0.06745462534
792	0.067425489
793	0.06736877345
794	0.06731073583
795	0.0672132713
796	0.06710632531
797	0.06700065469
798	0.06691160583
799	0.06684986519
800	0.06676872416
801	0.06667684313
802	0.06658435331
803	0.06652507031
804	0.06645314986
805	0.06636890556
806	0.06634699163
807	0.06625547761
808	0.0662089902
809	0.06614818633
810	0.06609604463
811	0.06600564006
812	0.06586874387
813	0.06578656347
814	0.06569021536
815	0.065609999
816	0.06557295802
817	0.06549701617
818	0.06540324547
819	0.06536645842
820	0.06531543738
821	0.06524684285
822	0.06522650305
823	0.06514450948
824	0.06507760436
825	0.06500621295
826	0.06494411471
827	0.06486708189
828	0.06476815769
829	0.06467971627
830	0.0645761293
831	0.06453125917
832	0.06445243302
833	0.06443335567
834	0.0644038242
835	0.06433377387
836	0.06428486211
837	0.06421795804
838	0.06410708839
839	0.06402009994
840	0.06390317061
841	0.06383101743
842	0.06377425287
843	0.06375659117
844	0.06372647272
845	0.0636158484
846	0.06357789886
847	0.06354825719
848	0.06351043985
849	0.06345229396
850	0.06338133324
851	0.06330424284
852	0.06322197828
853	0.06316810346
854	0.0631059159
855	0.06307837005
856	0.06302371164
857	0.06294995078
858	0.06291640618
859	0.06287211313
860	0.06279317241
861	0.06272328696
862	0.06264259995
863	0.06259263753
864	0.06245234967
865	0.06237935658
866	0.06233117428
867	0.06226564387
868	0.06221537202
869	0.06217881398
870	0.06214711038
871	0.06208364818
872	0.06203296983
873	0.061986408
874	0.06195143737
875	0.06188462518
876	0.0618308432
877	0.06179523601
878	0.06173611544
879	0.06169987399
880	0.06166687308
881	0.06162709592
882	0.06158585981
883	0.06151393155
884	0.06149854985
885	0.06144877191
886	0.06136941943
887	0.06129472214
888	0.0612633743
889	0.06119692821
890	0.06110450273
891	0.06102724477
892	0.06095057926
893	0.06088459814
894	0.06081902842
895	0.06077332486
896	0.06067355308
897	0.06061125511
898	0.0605227866
899	0.06047535574
900	0.0604243112
901	0.06040984115
902	0.06035666127
903	0.06032534412
904	0.0602696345
905	0.06019072699
906	0.06014549589
907	0.06006807814
908	0.0600269343
909	0.05998217454
910	0.05993035604
911	0.05988472777
912	0.05986005599
913	0.05980247168
914	0.05973646174
915	0.05965980132
916	0.05963017578
917	0.05961625429
918	0.05960328807
919	0.05956783474
920	0.05951599124
921	0.0594645912
922	0.05940662117
923	0.05936895211
924	0.05930972602
925	0.05926154549
926	0.05923064861
927	0.05921879392
928	0.05914718102
929	0.05911143647
930	0.05908270345
931	0.05903505714
932	0.05897193395
933	0.05892740376
934	0.05885981269
935	0.05877646124
936	0.05867212655
937	0.0586056177
938	0.0585517012
939	0.05843088348
940	0.05836522728
941	0.05831384878
942	0.05823126369
943	0.05816521995
944	0.05811372117
945	0.058045232
946	0.05799692399
947	0.05793476457
948	0.05788874231
949	0.05783757429
950	0.0577756317
951	0.05774727124
952	0.05769381022
953	0.05764315071
954	0.05758010519
955	0.05754008223
956	0.05748106499
957	0.05742831071
958	0.05735153152
959	0.05729234571
960	0.05723984389
961	0.05720242404
962	0.05714146332
963	0.05710529935
964	0.05703919621
965	0.05699238089
966	0.05696578368
967	0.0569495391
968	0.05686631545
969	0.05678866934
970	0.05675434207
971	0.05668895282
972	0.0566220135
973	0.05655629698
974	0.0565044309
975	0.05645679634
976	0.05638346969
977	0.05636039616
978	0.05627340363
979	0.05618180952
980	0.05612407222
981	0.05608317469
982	0.05607173016
983	0.05603226629
984	0.05599619056
985	0.05595883529
986	0.0559156949
987	0.05585518152
988	0.0558008074
989	0.05577749239
990	0.0557089142
991	0.05566084396
992	0.05560569478
993	0.0555493812
994	0.0554709904
995	0.05538536255
996	0.05533054617
997	0.05526176926
998	0.0551579346
999	0.0551069317
